Date,State,covid.states.cases,covid.states.confirmed_rate_per_100k,covid.states.daily_change_confirmed_cases,covid.states.deaths,covid.states.deaths_rate_per_100k,covid.states.growth_rate_confirmed_cases,covid.states.growth_rate_deaths,covid.states.hospitalizedCurrently,covid.states.monthly_change_confirmed_cases,covid.states.monthly_change_deaths,covid.states.monthly_cumulative_change_in_confirmed_cases_percent,covid.states.monthly_cumulative_change_in_deaths_percent,covid.states.negative,covid.states.percent_pop_confirmed_cases,covid.states.percent_pop_deaths,covid.states.positive,covid.states.weekly_change_confirmed_cases,covid.states.weekly_change_deaths,covid.states.weekly_cumulative_change_in_confirmed_cases_percent,covid.states.weekly_cumulative_change_in_deaths_percent
2020-01-21,AL,,,,,,,,,,,,,,,,,,,,
2020-01-22,AL,,,,,,,,,,,,,,,,,,,,
2020-01-23,AL,,,,,,,,,,,,,,,,,,,,
2020-01-24,AL,,,,,,,,,,,,,,,,,,,,
2020-01-25,AL,,,,,,,,,,,,,,,,,,,,
2020-01-26,AL,,,,,,,,,,,,,,,,,,,,
2020-01-27,AL,,,,,,,,,,,,,,,,,,,,
2020-01-28,AL,,,,,,,,,,,,,,,,,,,,
2020-01-29,AL,,,,,,,,,,,,,,,,,,,,
2020-01-30,AL,,,,,,,,,,,,,,,,,,,,
2020-01-31,AL,,,,,,,,,,,,,,,,,,,,
2020-02-01,AL,,,,,,,,,,,,,,,,,,,,
2020-02-02,AL,,,,,,,,,,,,,,,,,,,,
2020-02-03,AL,,,,,,,,,,,,,,,,,,,,
2020-02-04,AL,,,,,,,,,,,,,,,,,,,,
2020-02-05,AL,,,,,,,,,,,,,,,,,,,,
2020-02-06,AL,,,,,,,,,,,,,,,,,,,,
2020-02-07,AL,,,,,,,,,,,,,,,,,,,,
2020-02-08,AL,,,,,,,,,,,,,,,,,,,,
2020-02-09,AL,,,,,,,,,,,,,,,,,,,,
2020-02-10,AL,,,,,,,,,,,,,,,,,,,,
2020-02-11,AL,,,,,,,,,,,,,,,,,,,,
2020-02-12,AL,,,,,,,,,,,,,,,,,,,,
2020-02-13,AL,,,,,,,,,,,,,,,,,,,,
2020-02-14,AL,,,,,,,,,,,,,,,,,,,,
2020-02-15,AL,,,,,,,,,,,,,,,,,,,,
2020-02-16,AL,,,,,,,,,,,,,,,,,,,,
2020-02-17,AL,,,,,,,,,,,,,,,,,,,,
2020-02-18,AL,,,,,,,,,,,,,,,,,,,,
2020-02-19,AL,,,,,,,,,,,,,,,,,,,,
2020-02-20,AL,,,,,,,,,,,,,,,,,,,,
2020-02-21,AL,,,,,,,,,,,,,,,,,,,,
2020-02-22,AL,,,,,,,,,,,,,,,,,,,,
2020-02-23,AL,,,,,,,,,,,,,,,,,,,,
2020-02-24,AL,,,,,,,,,,,,,,,,,,,,
2020-02-25,AL,,,,,,,,,,,,,,,,,,,,
2020-02-26,AL,,,,,,,,,,,,,,,,,,,,
2020-02-27,AL,,,,,,,,,,,,,,,,,,,,
2020-02-28,AL,,,,,,,,,,,,,,,,,,,,
2020-02-29,AL,,,,,,,,,,,,,,,,,,,,
2020-03-01,AL,,,,,,,,,,,,,,,,,,,,
2020-03-02,AL,,,,,,,,,,,,,,,,,,,,
2020-03-03,AL,,,,,,,,,,,,,,,,,,,,
2020-03-04,AL,,,,,,,,,,,,,,,,,,,,
2020-03-05,AL,,,,,,,,,,,,,,,,,,,,
2020-03-06,AL,,,,,,,,,,,,,,,,,,,,
2020-03-07,AL,,,,,,,,,,,,,,,,,,,,
2020-03-08,AL,,,,,,,,,,,,,,,,,,,,
2020-03-09,AL,,,,,,,,,,,,,,,,,,,,
2020-03-10,AL,,,,,,,,,,,,,,,,,,,,
2020-03-11,AL,,,,,,,,,,,,,,,,,,,,
2020-03-12,AL,,,,,,,,,,,,,,,,,,,,
2020-03-13,AL,6.0,0.12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,11.0,0.0,0.0,1.0,0.0,0.0,,
2020-03-14,AL,12.0,0.25,6.0,0.0,0.0,100.0,0.0,,0.0,0.0,,,22.0,0.0,0.0,6.0,0.0,0.0,,
2020-03-15,AL,23.0,0.47,11.0,0.0,0.0,91.67,0.0,,0.0,0.0,,,28.0,0.0,0.0,12.0,0.0,0.0,,
2020-03-16,AL,29.0,0.6,6.0,0.0,0.0,26.09,0.0,,0.0,0.0,,,28.0,0.0,0.0,28.0,0.0,0.0,,
2020-03-17,AL,39.0,0.8,10.0,0.0,0.0,34.48,0.0,,0.0,0.0,,,28.0,0.0,0.0,36.0,0.0,0.0,,
2020-03-18,AL,51.0,1.05,12.0,0.0,0.0,30.77,0.0,,0.0,0.0,,,28.0,0.0,0.0,46.0,0.0,0.0,,
2020-03-19,AL,78.0,1.6,27.0,0.0,0.0,52.94,0.0,,0.0,0.0,,,28.0,0.0,0.0,68.0,0.0,0.0,,
2020-03-20,AL,106.0,2.18,28.0,0.0,0.0,35.9,0.0,,0.0,0.0,,,28.0,0.0,0.0,81.0,100.0,0.0,1666.67,
2020-03-21,AL,131.0,2.69,25.0,0.0,0.0,23.58,0.0,,0.0,0.0,,,28.0,0.0,0.0,124.0,119.0,0.0,991.67,
2020-03-22,AL,157.0,3.23,26.0,0.0,0.0,19.85,0.0,,0.0,0.0,,,1464.0,0.0,0.0,138.0,134.0,0.0,582.61,
2020-03-23,AL,196.0,4.03,39.0,0.0,0.0,24.84,0.0,,0.0,0.0,,,1665.0,0.0,0.0,167.0,167.0,0.0,575.86,
2020-03-24,AL,242.0,4.97,46.0,0.0,0.0,23.47,0.0,,0.0,0.0,,,2106.0,0.0,0.0,215.0,203.0,0.0,520.51,
2020-03-25,AL,386.0,7.93,144.0,1.0,0.02,59.5,0.0,,0.0,0.0,,,2529.0,0.01,0.0,283.0,335.0,1.0,656.86,
2020-03-26,AL,538.0,11.06,152.0,3.0,0.06,39.38,200.0,,0.0,0.0,,,3593.0,0.01,0.0,506.0,460.0,3.0,589.74,
2020-03-27,AL,639.0,13.14,101.0,4.0,0.08,18.77,33.33,,0.0,0.0,,,4184.0,0.01,0.0,587.0,533.0,4.0,502.83,
2020-03-28,AL,720.0,14.8,81.0,4.0,0.08,12.68,0.0,,0.0,0.0,,,4184.0,0.01,0.0,696.0,589.0,4.0,449.62,
2020-03-29,AL,830.0,17.06,110.0,5.0,0.1,15.28,25.0,,0.0,0.0,,,4184.0,0.02,0.0,806.0,673.0,5.0,428.66,
2020-03-30,AL,947.0,19.47,117.0,11.0,0.23,14.1,120.0,,0.0,0.0,,,5694.0,0.02,0.0,859.0,751.0,11.0,383.16,
2020-03-31,AL,999.0,20.54,52.0,14.0,0.29,5.49,27.27,,0.0,0.0,,,6298.0,0.02,0.0,981.0,757.0,14.0,312.81,
2020-04-01,AL,1108.0,22.78,109.0,28.0,0.58,10.91,100.0,,0.0,0.0,,,6697.0,0.02,0.0,1077.0,722.0,27.0,187.05,2700.0
2020-04-02,AL,1270.0,26.11,162.0,32.0,0.66,14.62,14.29,,0.0,0.0,,,7503.0,0.03,0.0,1233.0,732.0,29.0,136.06,966.67
2020-04-03,AL,1535.0,31.55,265.0,38.0,0.78,20.87,18.75,,0.0,0.0,,,8187.0,0.03,0.0,1432.0,896.0,34.0,140.22,850.0
2020-04-04,AL,1632.0,33.55,97.0,44.0,0.9,6.32,15.79,,0.0,0.0,,,9273.0,0.03,0.0,1580.0,912.0,40.0,126.67,1000.0
2020-04-05,AL,1840.0,37.82,208.0,45.0,0.93,12.75,2.27,,0.0,0.0,,,11282.0,0.04,0.0,1796.0,1010.0,40.0,121.69,800.0
2020-04-06,AL,2005.0,41.22,165.0,53.0,1.09,8.97,17.78,,0.0,0.0,,,12797.0,0.04,0.0,1968.0,1058.0,42.0,111.72,381.82
2020-04-07,AL,2197.0,45.16,192.0,64.0,1.32,9.58,20.75,,0.0,0.0,,,12797.0,0.05,0.0,2119.0,1198.0,50.0,119.92,357.14
2020-04-08,AL,2498.0,51.35,301.0,67.0,1.38,13.7,4.69,,0.0,0.0,,,16753.0,0.05,0.0,2369.0,1390.0,39.0,125.45,139.29
2020-04-09,AL,2838.0,58.34,340.0,78.0,1.6,13.61,16.42,,0.0,0.0,,,18058.0,0.06,0.0,2769.0,1568.0,46.0,123.46,143.75
2020-04-10,AL,3008.0,61.83,170.0,80.0,1.64,5.99,2.56,,0.0,0.0,,,18058.0,0.06,0.0,2968.0,1473.0,42.0,95.96,110.53
2020-04-11,AL,3262.0,67.05,254.0,93.0,1.91,8.44,16.25,,0.0,0.0,,,18058.0,0.07,0.0,3191.0,1630.0,49.0,99.88,111.36
2020-04-12,AL,3583.0,73.65,321.0,93.0,1.91,9.84,0.0,,3577.0,93.0,59616.67,,18058.0,0.07,0.0,3525.0,1743.0,48.0,94.73,106.67
2020-04-13,AL,3805.0,78.22,222.0,104.0,2.14,6.2,11.83,,3793.0,104.0,31608.33,,25448.0,0.08,0.0,3734.0,1800.0,51.0,89.78,96.23
2020-04-14,AL,3953.0,81.26,148.0,114.0,2.34,3.89,9.62,,3930.0,114.0,17086.96,,29241.0,0.08,0.0,3876.0,1756.0,50.0,79.93,78.12
2020-04-15,AL,4241.0,87.18,288.0,123.0,2.53,7.29,7.89,,4212.0,123.0,14524.14,,29964.0,0.09,0.0,4113.0,1743.0,56.0,69.78,83.58
2020-04-16,AL,4404.0,90.53,163.0,137.0,2.82,3.84,11.38,,4365.0,137.0,11192.31,,32046.0,0.09,0.0,4345.0,1566.0,59.0,55.18,75.64
2020-04-17,AL,4572.0,93.98,168.0,151.0,3.1,3.81,10.22,,4521.0,151.0,8864.71,,33318.0,0.09,0.0,4530.0,1564.0,71.0,51.99,88.75
2020-04-18,AL,4723.0,97.09,151.0,147.0,3.02,3.3,-2.65,,4645.0,147.0,5955.13,,37883.0,0.1,0.0,4655.0,1461.0,54.0,44.79,58.06
2020-04-19,AL,4903.0,100.79,180.0,160.0,3.29,3.81,8.84,,4797.0,160.0,4525.47,,40875.0,0.1,0.0,4837.0,1320.0,67.0,36.84,72.04
2020-04-20,AL,5078.0,104.39,175.0,164.0,3.37,3.57,2.5,,4947.0,164.0,3776.34,,40875.0,0.1,0.0,5025.0,1273.0,60.0,33.46,57.69
2020-04-21,AL,5327.0,109.5,249.0,186.0,3.82,4.9,13.41,,5170.0,186.0,3292.99,,43295.0,0.11,0.0,5231.0,1374.0,72.0,34.76,63.16
2020-04-22,AL,5610.0,115.32,283.0,201.0,4.13,5.31,8.06,,5414.0,201.0,2762.24,,43295.0,0.12,0.0,5465.0,1369.0,78.0,32.28,63.41
2020-04-23,AL,5832.0,119.88,222.0,197.0,4.05,3.96,-1.99,,5590.0,197.0,2309.92,,46863.0,0.12,0.0,5778.0,1428.0,60.0,32.43,43.8
2020-04-24,AL,6026.0,123.87,194.0,209.0,4.3,3.33,6.09,,5640.0,208.0,1461.14,20800.0,46863.0,0.12,0.0,5832.0,1454.0,58.0,31.8,38.41
2020-04-25,AL,6213.0,127.72,187.0,213.0,4.38,3.1,1.91,,5675.0,210.0,1054.83,7000.0,65207.0,0.13,0.0,6137.0,1490.0,66.0,31.55,44.9
2020-04-26,AL,6421.0,131.99,208.0,219.0,4.5,3.35,2.82,,5782.0,215.0,904.85,5375.0,67281.0,0.13,0.0,6270.0,1518.0,59.0,30.96,36.88
2020-04-27,AL,6539.0,134.42,118.0,228.0,4.69,1.84,4.11,,5819.0,224.0,808.19,5600.0,67498.0,0.13,0.0,6499.0,1461.0,64.0,28.77,39.02
2020-04-28,AL,6750.0,138.76,211.0,242.0,4.97,3.23,6.14,,5920.0,237.0,713.25,4740.0,69140.0,0.14,0.0,6687.0,1423.0,56.0,26.71,30.11
2020-04-29,AL,6925.0,142.35,175.0,262.0,5.39,2.59,8.26,,5978.0,251.0,631.26,2281.82,73607.0,0.14,0.01,6842.0,1315.0,61.0,23.44,30.35
2020-04-30,AL,7068.0,145.29,143.0,272.0,5.59,2.06,3.82,,6069.0,258.0,607.51,1842.86,80177.0,0.15,0.01,7019.0,1236.0,75.0,21.19,38.07
2020-05-01,AL,7294.0,149.94,226.0,289.0,5.94,3.2,6.25,,6186.0,261.0,558.3,932.14,84775.0,0.15,0.01,7158.0,1268.0,80.0,21.04,38.28
2020-05-02,AL,7611.0,156.45,317.0,288.0,5.92,4.35,-0.35,,6341.0,256.0,499.29,800.0,84775.0,0.16,0.01,7434.0,1398.0,75.0,22.5,35.21
2020-05-03,AL,7888.0,162.15,277.0,290.0,5.96,3.64,0.69,,6353.0,252.0,413.88,663.16,84775.0,0.16,0.01,7725.0,1467.0,71.0,22.85,32.42
2020-05-04,AL,8112.0,166.75,224.0,298.0,6.13,2.84,2.76,,6480.0,254.0,397.06,577.27,95092.0,0.17,0.01,8025.0,1573.0,70.0,24.06,30.7
2020-05-05,AL,8437.0,173.43,325.0,315.0,6.48,4.01,5.7,,6597.0,270.0,358.53,600.0,98481.0,0.17,0.01,8285.0,1687.0,73.0,24.99,30.17
2020-05-06,AL,8691.0,178.66,254.0,343.0,7.05,3.01,8.89,,6686.0,290.0,333.47,547.17,100935.0,0.18,0.01,8581.0,1766.0,81.0,25.5,30.92
2020-05-07,AL,9046.0,185.95,355.0,369.0,7.59,4.08,7.58,,6849.0,305.0,311.74,476.56,106275.0,0.19,0.01,8898.0,1978.0,97.0,27.99,35.66
2020-05-08,AL,9385.0,192.92,339.0,383.0,7.87,3.75,3.79,,6887.0,316.0,275.7,471.64,110893.0,0.19,0.01,9221.0,2091.0,94.0,28.67,32.53
2020-05-09,AL,9668.0,198.74,283.0,390.0,8.02,3.02,1.83,,6830.0,312.0,240.66,400.0,115927.0,0.2,0.01,9567.0,2057.0,102.0,27.03,35.42
2020-05-10,AL,9889.0,203.28,221.0,393.0,8.08,2.29,0.77,,6881.0,313.0,228.76,391.25,117644.0,0.2,0.01,9777.0,2001.0,103.0,25.37,35.52
2020-05-11,AL,10164.0,208.93,275.0,403.0,8.28,2.78,2.54,,6902.0,310.0,211.59,333.33,119435.0,0.21,0.01,10009.0,2052.0,105.0,25.3,35.23
2020-05-12,AL,10464.0,215.1,300.0,435.0,8.94,2.95,7.94,,6881.0,342.0,192.05,367.74,122908.0,0.22,0.01,10310.0,2027.0,120.0,24.03,38.1
2020-05-13,AL,10700.0,219.95,236.0,450.0,9.25,2.26,3.45,,6895.0,346.0,181.21,332.69,125755.0,0.22,0.01,10617.0,2009.0,107.0,23.12,31.2
2020-05-14,AL,11101.0,228.2,401.0,473.0,9.72,3.75,5.11,,7148.0,359.0,180.82,314.91,131017.0,0.23,0.01,10968.0,2055.0,104.0,22.72,28.18
2020-05-15,AL,11373.0,233.79,272.0,483.0,9.93,2.45,2.11,,7132.0,360.0,168.17,292.68,134847.0,0.23,0.01,11216.0,1988.0,100.0,21.18,26.11
2020-05-16,AL,11674.0,239.97,301.0,485.0,9.97,2.65,0.41,,7270.0,348.0,165.08,254.01,141971.0,0.24,0.01,11523.0,2006.0,95.0,20.75,24.36
2020-05-17,AL,11771.0,241.97,97.0,488.0,10.03,0.83,0.62,,7199.0,337.0,157.46,223.18,144579.0,0.24,0.01,11771.0,1882.0,95.0,19.03,24.17
2020-05-18,AL,12086.0,248.44,315.0,489.0,10.05,2.68,0.2,,7363.0,342.0,155.9,232.65,145037.0,0.25,0.01,12086.0,1922.0,86.0,18.91,21.34
2020-05-19,AL,12376.0,254.41,290.0,504.0,10.36,2.4,3.07,,7473.0,344.0,152.42,215.0,145190.0,0.25,0.01,12376.0,1912.0,69.0,18.27,15.86
2020-05-20,AL,13052.0,268.3,676.0,522.0,10.73,5.46,3.57,,7974.0,358.0,157.03,218.29,151706.0,0.27,0.01,12744.0,2352.0,72.0,21.98,16.0
2020-05-21,AL,13414.0,275.74,362.0,529.0,10.87,2.77,1.34,,8087.0,343.0,151.81,184.41,157620.0,0.28,0.01,13119.0,2313.0,56.0,20.84,11.84
2020-05-22,AL,13670.0,281.01,256.0,541.0,11.12,1.91,2.27,,8060.0,340.0,143.67,169.15,164205.0,0.28,0.01,13563.0,2297.0,58.0,20.2,12.01
2020-05-23,AL,14149.0,290.85,479.0,549.0,11.29,3.5,1.48,,8317.0,352.0,142.61,178.68,168738.0,0.29,0.01,13938.0,2475.0,64.0,21.2,13.2
2020-05-24,AL,14478.0,297.61,329.0,551.0,11.33,2.33,0.36,,8452.0,342.0,140.26,163.64,171472.0,0.3,0.01,14327.0,2707.0,63.0,23.0,12.91
2020-05-25,AL,14986.0,308.06,508.0,566.0,11.63,3.51,2.72,,8773.0,353.0,141.2,165.73,175585.0,0.31,0.01,14730.0,2900.0,77.0,23.99,15.75
2020-05-26,AL,15650.0,321.71,664.0,580.0,11.92,4.43,2.47,,9229.0,361.0,143.73,164.84,178363.0,0.32,0.01,15396.0,3274.0,76.0,26.45,15.08
2020-05-27,AL,16032.0,329.56,382.0,583.0,11.98,2.44,0.52,,9493.0,355.0,145.18,155.7,179951.0,0.33,0.01,15843.0,2980.0,61.0,22.83,11.69
2020-05-28,AL,16530.0,339.8,498.0,591.0,12.15,3.11,1.37,,9780.0,349.0,144.89,144.21,184171.0,0.34,0.01,16310.0,3116.0,62.0,23.23,11.72
2020-05-29,AL,17031.0,350.09,501.0,610.0,12.54,3.03,3.21,,10106.0,348.0,145.94,132.82,192060.0,0.35,0.01,16823.0,3361.0,69.0,24.59,12.75
2020-05-30,AL,17359.0,356.84,328.0,618.0,12.7,1.93,1.31,,10291.0,346.0,145.6,127.21,194842.0,0.36,0.01,17359.0,3210.0,69.0,22.69,12.57
2020-05-31,AL,17952.0,369.03,593.0,630.0,12.95,3.42,1.94,,10658.0,341.0,146.12,117.99,199650.0,0.37,0.01,17903.0,3474.0,79.0,24.0,14.34
2020-06-01,AL,18534.0,380.99,582.0,646.0,13.28,3.24,2.54,,10923.0,358.0,143.52,124.31,205160.0,0.38,0.01,18363.0,3548.0,80.0,23.68,14.13
2020-06-02,AL,18771.0,385.86,237.0,653.0,13.42,1.28,1.08,,10883.0,363.0,137.97,125.17,205160.0,0.39,0.01,18642.0,3121.0,73.0,19.94,12.59
2020-06-03,AL,18851.0,387.51,80.0,653.0,13.42,0.43,0.0,,10739.0,355.0,132.38,119.13,212743.0,0.39,0.01,18851.0,2819.0,70.0,17.58,12.01
2020-06-04,AL,19072.0,392.05,221.0,653.0,13.42,1.17,0.0,,10635.0,338.0,126.05,107.3,216227.0,0.39,0.01,19072.0,2542.0,62.0,15.38,10.49
2020-06-05,AL,19387.0,398.53,315.0,676.0,13.9,1.65,3.52,,10696.0,333.0,123.07,97.08,220086.0,0.4,0.01,19387.0,2356.0,66.0,13.83,10.82
2020-06-06,AL,20043.0,412.01,656.0,689.0,14.16,3.38,1.92,,10997.0,320.0,121.57,86.72,225601.0,0.41,0.01,20043.0,2684.0,71.0,15.46,11.49
2020-06-07,AL,20500.0,421.4,457.0,692.0,14.22,2.28,0.44,,11115.0,309.0,118.43,80.68,239066.0,0.42,0.01,20500.0,2548.0,62.0,14.19,9.84
2020-06-08,AL,20925.0,430.14,425.0,718.0,14.76,2.07,3.76,,11257.0,328.0,116.44,84.1,239066.0,0.43,0.01,20925.0,2391.0,72.0,12.9,11.15
2020-06-09,AL,21422.0,440.36,497.0,729.0,14.99,2.38,1.53,600.0,11533.0,336.0,116.62,85.5,246317.0,0.44,0.01,21422.0,2651.0,76.0,14.12,11.64
2020-06-10,AL,21989.0,452.01,567.0,744.0,15.29,2.65,2.06,629.0,11825.0,341.0,116.34,84.62,251068.0,0.45,0.02,21989.0,3138.0,91.0,16.65,13.94
2020-06-11,AL,22845.0,469.61,856.0,755.0,15.52,3.89,1.48,647.0,12381.0,320.0,118.32,73.56,255981.0,0.47,0.02,22845.0,3773.0,102.0,19.78,15.62
2020-06-12,AL,23710.0,487.39,865.0,769.0,15.81,3.79,1.85,622.0,13010.0,319.0,121.59,70.89,262675.0,0.49,0.02,23710.0,4323.0,93.0,22.3,13.76
2020-06-13,AL,24601.0,505.71,891.0,773.0,15.89,3.76,0.52,622.0,13500.0,300.0,121.61,63.42,268651.0,0.51,0.02,24601.0,4558.0,84.0,22.74,12.19
2020-06-14,AL,25615.0,526.55,1014.0,773.0,15.89,4.12,0.0,540.0,14242.0,290.0,125.23,60.04,271840.0,0.53,0.02,25615.0,5115.0,81.0,24.95,11.71
2020-06-15,AL,26272.0,540.06,657.0,774.0,15.91,2.56,0.13,546.0,14598.0,289.0,125.05,59.59,276402.0,0.54,0.02,26272.0,5347.0,56.0,25.55,7.8
2020-06-16,AL,26912.0,553.21,640.0,785.0,16.14,2.44,1.42,678.0,15141.0,297.0,128.63,60.86,278512.0,0.55,0.02,26912.0,5490.0,56.0,25.63,7.68
2020-06-17,AL,27312.0,561.43,400.0,790.0,16.24,1.49,0.64,677.0,15226.0,301.0,125.98,61.55,283411.0,0.56,0.02,27312.0,5323.0,46.0,24.21,6.18
2020-06-18,AL,28206.0,579.81,894.0,810.0,16.65,3.27,2.53,663.0,15830.0,306.0,127.91,60.71,294328.0,0.58,0.02,28206.0,5361.0,55.0,23.47,7.28
2020-06-19,AL,29002.0,596.17,796.0,822.0,16.9,2.82,1.48,674.0,15950.0,300.0,122.2,57.47,302323.0,0.6,0.02,29002.0,5292.0,53.0,22.32,6.89
2020-06-20,AL,29549.0,607.42,547.0,838.0,17.23,1.89,1.95,628.0,16135.0,309.0,120.28,58.41,309974.0,0.61,0.02,29549.0,4948.0,65.0,20.11,8.41
2020-06-21,AL,30021.0,617.12,472.0,839.0,17.25,1.6,0.12,593.0,16351.0,298.0,119.61,55.08,314657.0,0.62,0.02,30021.0,4406.0,66.0,17.2,8.54
2020-06-22,AL,30454.0,626.02,433.0,841.0,17.29,1.44,0.24,658.0,16305.0,292.0,115.24,53.19,318656.0,0.63,0.02,30454.0,4182.0,67.0,15.92,8.66
2020-06-23,AL,31097.0,639.24,643.0,864.0,17.76,2.11,2.73,680.0,16619.0,313.0,114.79,56.81,322941.0,0.64,0.02,31097.0,4185.0,79.0,15.55,10.06
2020-06-24,AL,32064.0,659.12,967.0,891.0,18.32,3.11,3.12,667.0,17078.0,325.0,113.96,57.42,326695.0,0.66,0.02,32064.0,4752.0,101.0,17.4,12.78
2020-06-25,AL,33206.0,682.59,1142.0,896.0,18.42,3.56,0.56,693.0,17556.0,316.0,112.18,54.48,336252.0,0.68,0.02,33206.0,5000.0,86.0,17.73,10.62
2020-06-26,AL,34183.0,702.68,977.0,907.0,18.64,2.94,1.23,658.0,18151.0,324.0,113.22,55.57,344140.0,0.7,0.02,34183.0,5181.0,85.0,17.86,10.34
2020-06-27,AL,35083.0,721.18,900.0,919.0,18.89,2.63,1.32,655.0,18553.0,328.0,112.24,55.5,348943.0,0.72,0.02,35083.0,5534.0,81.0,18.73,9.67
2020-06-28,AL,35441.0,728.54,358.0,919.0,18.89,1.02,0.0,655.0,18410.0,309.0,108.1,50.66,350839.0,0.73,0.02,35441.0,5420.0,80.0,18.05,9.54
2020-06-29,AL,37175.0,764.18,1734.0,929.0,19.1,4.89,1.09,715.0,19816.0,311.0,114.15,50.32,356118.0,0.76,0.02,37175.0,6721.0,88.0,22.07,10.46
2020-06-30,AL,38045.0,782.07,870.0,950.0,19.53,2.34,2.26,776.0,20093.0,320.0,111.93,50.79,368607.0,0.78,0.02,38045.0,6948.0,86.0,22.34,9.95
2020-07-01,AL,38962.0,800.92,917.0,972.0,19.98,2.41,2.32,797.0,20428.0,326.0,110.22,50.46,374991.0,0.8,0.02,38962.0,6898.0,81.0,21.51,9.09
2020-07-02,AL,40111.0,824.54,1149.0,985.0,20.25,2.95,1.34,843.0,21340.0,332.0,113.69,50.84,379617.0,0.82,0.02,40111.0,6905.0,89.0,20.79,9.93
2020-07-03,AL,41865.0,860.59,1754.0,1006.0,20.68,4.37,2.13,812.0,23014.0,353.0,122.08,54.06,388766.0,0.86,0.02,41865.0,7682.0,99.0,22.47,10.92
2020-07-04,AL,42862.0,881.09,997.0,1007.0,20.7,2.38,0.1,800.0,23790.0,354.0,124.74,54.21,399226.0,0.88,0.02,42862.0,7779.0,88.0,22.17,9.58
2020-07-05,AL,43953.0,903.51,1091.0,1007.0,20.7,2.55,0.0,885.0,24566.0,331.0,126.71,48.96,405933.0,0.9,0.02,43953.0,8512.0,88.0,24.02,9.58
2020-01-21,AK,,,,,,,,,,,,,,,,,,,,
2020-01-22,AK,,,,,,,,,,,,,,,,,,,,
2020-01-23,AK,,,,,,,,,,,,,,,,,,,,
2020-01-24,AK,,,,,,,,,,,,,,,,,,,,
2020-01-25,AK,,,,,,,,,,,,,,,,,,,,
2020-01-26,AK,,,,,,,,,,,,,,,,,,,,
2020-01-27,AK,,,,,,,,,,,,,,,,,,,,
2020-01-28,AK,,,,,,,,,,,,,,,,,,,,
2020-01-29,AK,,,,,,,,,,,,,,,,,,,,
2020-01-30,AK,,,,,,,,,,,,,,,,,,,,
2020-01-31,AK,,,,,,,,,,,,,,,,,,,,
2020-02-01,AK,,,,,,,,,,,,,,,,,,,,
2020-02-02,AK,,,,,,,,,,,,,,,,,,,,
2020-02-03,AK,,,,,,,,,,,,,,,,,,,,
2020-02-04,AK,,,,,,,,,,,,,,,,,,,,
2020-02-05,AK,,,,,,,,,,,,,,,,,,,,
2020-02-06,AK,,,,,,,,,,,,,,,,,,,,
2020-02-07,AK,,,,,,,,,,,,,,,,,,,,
2020-02-08,AK,,,,,,,,,,,,,,,,,,,,
2020-02-09,AK,,,,,,,,,,,,,,,,,,,,
2020-02-10,AK,,,,,,,,,,,,,,,,,,,,
2020-02-11,AK,,,,,,,,,,,,,,,,,,,,
2020-02-12,AK,,,,,,,,,,,,,,,,,,,,
2020-02-13,AK,,,,,,,,,,,,,,,,,,,,
2020-02-14,AK,,,,,,,,,,,,,,,,,,,,
2020-02-15,AK,,,,,,,,,,,,,,,,,,,,
2020-02-16,AK,,,,,,,,,,,,,,,,,,,,
2020-02-17,AK,,,,,,,,,,,,,,,,,,,,
2020-02-18,AK,,,,,,,,,,,,,,,,,,,,
2020-02-19,AK,,,,,,,,,,,,,,,,,,,,
2020-02-20,AK,,,,,,,,,,,,,,,,,,,,
2020-02-21,AK,,,,,,,,,,,,,,,,,,,,
2020-02-22,AK,,,,,,,,,,,,,,,,,,,,
2020-02-23,AK,,,,,,,,,,,,,,,,,,,,
2020-02-24,AK,,,,,,,,,,,,,,,,,,,,
2020-02-25,AK,,,,,,,,,,,,,,,,,,,,
2020-02-26,AK,,,,,,,,,,,,,,,,,,,,
2020-02-27,AK,,,,,,,,,,,,,,,,,,,,
2020-02-28,AK,,,,,,,,,,,,,,,,,,,,
2020-02-29,AK,,,,,,,,,,,,,,,,,,,,
2020-03-01,AK,,,,,,,,,,,,,,,,,,,,
2020-03-02,AK,,,,,,,,,,,,,,,,,,,,
2020-03-03,AK,,,,,,,,,,,,,,,,,,,,
2020-03-04,AK,,,,,,,,,,,,,,,,,,,,
2020-03-05,AK,,,,,,,,,,,,,,,,,,,,
2020-03-06,AK,,,,,,,,,,,,,,,,,,,,
2020-03-07,AK,,,,,,,,,,,,,,,,,,,,
2020-03-08,AK,,,,,,,,,,,,,,,,,,,,
2020-03-09,AK,,,,,,,,,,,,,,,,,,,,
2020-03-10,AK,,,,,,,,,,,,,,,,,,,,
2020-03-11,AK,,,,,,,,,,,,,,,,,,,,
2020-03-12,AK,1.0,0.14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,46.0,0.0,0.0,0.0,0.0,0.0,,
2020-03-13,AK,1.0,0.14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,59.0,0.0,0.0,1.0,0.0,0.0,,
2020-03-14,AK,1.0,0.14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,143.0,0.0,0.0,1.0,0.0,0.0,,
